@relation data_res_ailerons.

@attribute attr_0 numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute attr_13 numeric
@attribute attr_14 numeric
@attribute attr_15 numeric
@attribute attr_16 numeric
@attribute attr_17 numeric
@attribute attr_18 numeric
@attribute attr_19 numeric
@attribute attr_20 numeric
@attribute attr_21 numeric
@attribute attr_22 numeric
@attribute attr_23 numeric
@attribute attr_24 numeric
@attribute attr_25 numeric
@attribute attr_26 numeric
@attribute attr_27 numeric
@attribute attr_28 numeric
@attribute attr_29 numeric
@attribute attr_30 numeric
@attribute attr_31 numeric
@attribute attr_32 numeric
@attribute attr_33 numeric
@attribute attr_34 numeric
@attribute attr_35 numeric
@attribute attr_36 numeric
@attribute attr_37 numeric
@attribute attr_38 numeric
@attribute attr_39 numeric
@attribute target numeric

@data
-315,-41,0.02,-0.02,0.79,0.9,-12,7,0.016,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.222222
-106,-50,0.22,-0.03,0.59,1.3,-12,9,-0.002,-0.4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.25
443,-27,-0.29,-0.02,0.1,1.3,-12,7,-0.007,0,0.019,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.222222
-165,-1,-0.21,0.21,0.74,-0.5,-13,-16,0.004,0,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.166667
-288,-17,0.2,0.01,0.77,-0.7,-14,6,0.02,-0.4,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.333333
-163,-26,0.26,0.07,0.68,0.3,-13,-2,-0.019,0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.194444
-178,-31,-0.01,0.04,0.69,0.5,-12,-2,-0.006,0.3,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.018,0.018,0.018,0,0,0,0,0,0,0,0,-0.001,0,-0.003,0,-0.001,0,0.5,0.018,-0.333333
58,-33,-0.07,0.04,0.47,0.6,-12,-1,-0.022,-0.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.222222
265,-25,-0.28,-0.02,0.25,-0.5,-13,9,0.007,-0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.194444
334,-3,0.15,0.15,0.25,-0.8,-14,-7,0.014,-0.5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.25
150,12,0.28,0.1,0.4,0.3,-13,-5,-0.004,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.333333
-192,14,-0.08,0.23,0.77,0.8,-12,-20,-0.022,0.6,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.305556
-524,3,-0.4,-0.16,0.99,0.4,-13,-5,-0.011,5.8,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.194444
-440,-6,-0.48,0.05,0.91,-0.2,-13,5,-0.009,-1.5,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,-0.001,0,-0.003,0,-0.001,0,0,0,0,0,0.5,0.018,-0.138889
85,-19,0.25,-0.07,0.39,-1,-14,15,0.026,-0.1,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-0.194444
235,-16,0.49,-0.07,0.26,-0.6,-14,15,0.023,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018,0.018,0.017,0.017,0.016,0.016,0.016,0,0,0,0,0,0,0.002,0,0,0,0.001,0,0,0,0.5,0.016,-0.222222
284,-9,0.65,0.15,0.32,0.3,-13,-14,0.004,-0.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.25
146,-4,0.59,0.15,0.43,1.2,-12,-12,-0.006,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.333333
-11,-3,0.46,0.15,0.58,1.9,-11,-12,-0.011,0,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.6,0.02,-0.25
-370,-8,0,-0.04,0.9,2.3,-11,-16,-0.02,3,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.019,0,0,0,0,0,0,0,0,0,0,-0.001,0,-0.003,0,0.6,0.019,-0.166667
21,-18,-0.04,-0.1,0.44,2,-11,16,0.008,-0.3,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-0.194444
214,-16,0.06,-0.11,0.27,2.1,-11,16,0.007,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0.5,0.016,-0.222222
-18,13,-0.19,0.09,0.55,1.8,-11,-5,-0.003,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.25
-115,4,-0.28,0.02,0.59,0.7,-12,10,-0.001,-1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.166667
275,8,0.08,-0.04,0.23,0.1,-13,11,0.013,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.194444
385,14,0.21,-0.04,0.13,0.2,-13,11,0.012,-0.1,0.021,0.021,0.021,0.021,0.021,0.019,0.019,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0.002,0,0.001,0,0.001,0,0,0,0,0,0.5,0.017,-0.25
466,20,0.3,0.14,0.09,0.4,-13,7,0.01,-2.4,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0.021,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.5,0.019,-0.305556
-103,31,-0.03,0.25,0.69,1.1,-12,-21,-0.018,-0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.277778
-428,24,-0.28,0.08,0.97,0.8,-12,-20,-0.01,1.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.6,0.02,-0.222222
-308,-10,-0.08,0.04,0.79,-0.6,-13,4,0.009,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.194444
-191,-20,0.2,0.02,0.68,-0.5,-13,6,0.014,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.305556
-128,-32,-0.19,0.07,0.64,0.4,-13,-2,-0.013,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.25
-108,-39,-0.36,0.06,0.62,-0.8,-14,2,0.001,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.222222
-42,-42,-0.25,-0.06,0.53,-1.5,-14,8,0.01,1.7,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.166667
196,-38,0.15,0.01,0.32,-1.7,-15,7,0.021,0.3,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0.5,0.018,-0.222222
70,-29,0.46,0.21,0.52,-0.8,-14,-17,0.002,0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.277778
-119,-30,0.46,0.22,0.69,-0.2,-13,-17,-0.001,-0.1,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.25
-362,-35,0.36,0.15,0.91,0.4,-13,-19,-0.009,0.7,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.021,0,0,0,0,0,0,0,0,0,0,-0.002,0,-0.003,0,0.6,0.021,-0.305556
-366,-40,0.31,-0.05,0.8,0.7,-12,13,-0.007,1.8,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.277778
-291,-46,0.21,0.01,0.77,1,-12,4,-0.016,-0.1,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.017,0.018,0.018,0.018,0.001,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0.5,0.018,-0.25
-82,-51,0.05,0.01,0.55,1.2,-12,14,-0.007,-2.6,0.017,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,-0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-0.222222
109,-50,-0.02,0.05,0.41,1.1,-12,4,0.004,-0.9,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.277778
30,-43,-0.15,0.11,0.52,1,-12,-7,-0.008,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,-0.25
-17,-43,-0.2,0.11,0.56,0.9,-12,-7,-0.007,0,0.017,0.017,0.017,0.017,0.017,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,-0.003,0,-0.001,0,0,0,0,0,0,0,0.5,0.02,-0.277778
-69,-44,-0.25,-0.11,0.56,0.6,-12,3,-0.005,3.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.5,0.017,-0.166667
441,-35,-0.02,-0.1,0.06,-0.2,-13,17,0.015,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0.001,0,0.002,0,0,0,0.5,0.016,-0.277778
330,1,0.07,0.18,0.28,0.5,-13,-15,-0.008,-0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.305556
181,6,-0.02,0.18,0.41,0.5,-12,-13,-0.008,-0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.194444
-175,3,0.03,-0.04,0.65,0.1,-13,8,0.013,2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.222222
-69,-3,0.22,0.04,0.58,0.5,-12,2,0.001,0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.277778
-84,-5,0.15,0.1,0.63,1,-12,-9,-0.009,0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.25
291,-5,-0.2,-0.06,0.21,0.8,-12,12,-0.005,-0.1,0.018,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-0.277778
457,6,-0.26,0.22,0.12,0.4,-13,1,-0.006,-3.7,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.5,0.02,-0.222222
-73,21,-0.13,0.22,0.65,-0.6,-14,-17,0.008,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.166667
-384,12,0.12,0.09,0.89,-0.7,-14,-6,0.017,1.8,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,-0.25
-155,-31,0.22,-0.02,0.63,1.5,-12,7,-0.006,-0.1,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.333333
-112,-34,-0.05,0.14,0.67,1.7,-11,-15,-0.023,-0.5,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.305556
-158,-35,-0.13,0.1,0.7,1.7,-11,-11,-0.023,1.2,0.017,0.018,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0,-0.003,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.333333
-190,-36,-0.22,0.14,0.72,1.6,-11,-9,-0.022,-0.2,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,-0.002,0,-0.003,0,0,0,0,0,0,0,0.6,0.02,-0.194444
632,-29,0.03,0.06,-0.1,-0.2,-13,12,0.011,-3.1,0.019,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.222222
727,-5,0.2,0.1,-0.12,0.2,-13,-8,0.005,-0.3,0.021,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,-0.25
648,14,0.25,0.42,0,0.5,-12,-14,-0.003,-4.6,0.023,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.305556
-258,22,-0.35,0.13,0.78,0.6,-12,-9,-0.014,0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.25
-396,12,-0.49,0.09,0.9,-0.3,-13,-7,0.003,0.8,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.138889
-379,-8,-0.16,-0.16,0.77,-1.3,-14,25,0.026,2.1,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,-0.194444
104,-13,0.43,-0.04,0.38,-0.7,-14,11,0.011,0.5,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.222222
212,-5,0.54,0.21,0.39,0.5,-13,-16,-0.004,-1.9,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.277778
-3,-2,0.45,0.18,0.57,1.4,-12,-13,-0.013,-0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.333333
-192,-5,0.28,0.17,0.74,1.9,-11,-14,-0.013,-0.1,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,-0.002,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.6,0.021,-0.305556
-368,-18,-0.26,0.09,0.86,1.9,-11,-4,-0.018,-0.6,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.277778
-395,-24,-0.42,0.07,0.88,1.5,-11,-3,-0.015,0,0.015,0.015,0.015,0.015,0.015,0.016,0.016,0.017,0.017,0.018,0.018,0.019,0.019,0.019,0,0,0,0,-0.002,0,-0.002,0,-0.002,0,-0.002,0,0,0,0.5,0.019,-0.166667
-80,-35,-0.44,-0.14,0.52,0.5,-13,20,0.016,-0.2,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,-0.138889
310,-32,-0.13,-0.08,0.17,-0.1,-13,20,0.023,-1,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,-0.194444
600,-19,0.22,-0.02,-0.09,0,-13,18,0.015,-0.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.5,0.017,-0.222222
609,-11,0.28,0.1,0,0.3,-13,-10,0.007,-0.6,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0.6,0.019,-0.305556
325,9,0.2,0.26,0.3,0.9,-12,-22,-0.019,-0.3,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.277778
-49,11,-0.31,0.08,0.57,0.5,-13,-2,-0.009,-0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.25
-50,9,-0.4,-0.04,0.53,-0.3,-13,7,0,1.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.222222
208,13,-0.16,-0.01,0.3,-1.4,-14,9,0.013,0.1,0.019,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.194444
92,31,0.38,0.16,0.47,-0.9,-14,-10,0.01,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.25
-283,16,0.25,0.02,0.76,1.4,-12,3,-0.01,-0.5,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.333333
-263,5,-0.17,0.08,0.77,1.7,-11,-4,-0.022,0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.222222
-178,-13,-0.31,-0.03,0.65,0.4,-13,8,0.008,0.3,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.194444
11,-16,-0.04,0.02,0.5,-0.2,-13,3,0.011,0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.277778
-353,-30,-0.17,0.13,0.86,-0.3,-13,-7,-0.004,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,-0.222222
-422,-38,-0.2,0.13,0.92,-0.5,-13,-7,-0.003,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.02,0.02,0.02,-0.001,0,0,0,0,0,0,0,-0.002,0,-0.001,0,0,0,0.5,0.02,-0.194444
-305,-68,0.27,0.04,0.78,-0.5,-13,4,0.01,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.5,0.018,-0.25
-172,-76,0.39,0.14,0.67,0.2,-13,4,-0.007,-3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.277778
-185,-79,0.32,0.05,0.68,0.6,-12,1,-0.008,0.6,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,-0.003,0,0,0,0,0,0.5,0.018,-0.333333
-37,-85,-0.3,0.04,0.55,0.8,-12,2,-0.022,-0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.5,0.018,-0.361111
31,-85,-0.49,0,0.46,0.4,-13,10,-0.018,-0.4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.25
154,-82,-0.76,0.06,0.36,-0.7,-14,7,-0.013,-0.4,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0.5,0.018,-0.166667
216,-79,-0.69,0,0.29,-1.4,-14,9,0.01,0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,-0.001,0,0,0,0,0,0,0,0.5,0.017,-0.138889
267,-77,-0.6,0.06,0.25,-1.8,-15,8,0.023,-0.5,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,-0.001,0,-0.001,0,0,0,0,0,0,0,-0.001,0,0.5,0.018,-0.111111
359,-70,-0.21,0.01,0.16,-2.4,-15,9,0.032,0.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.5,0.017,-0.194444
495,-60,0.29,0.01,0.04,-2.3,-15,9,0.033,-0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.5,0.017,-0.277778
405,-47,0.51,0.17,0.18,-1.6,-15,-8,0.008,0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.333333
37,-36,0.22,0.21,0.54,-0.5,-13,-16,-0.018,0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.305556
